timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
9300000,9279363,6620172,49.94084,14.675556,100726.56,1.2189405
9351000,9327272,6620172,49.917366,14.675306,100726.88,1.2189394
9404000,9381900,6620172,49.922062,14.675128,100726.83,1.2189392
9457000,9431545,6620172,49.954926,14.675446,100726.42,1.2189374
9512000,9485818,6620172,49.95023,14.674973,100726.47,1.2189399
9563000,9541363,6620172,49.936146,14.675282,100726.63,1.2189417
9615000,9590545,6620172,49.89389,14.676001,100727.16,1.2189447
9671000,9643083,6620172,49.973705,14.674937,100726.2,1.2189331
9723000,9698250,6620172,49.94084,14.675873,100726.6,1.2189406
9776000,9751636,6620172,49.93145,14.675102,100726.734,1.2189372
9828000,9805000,6620172,49.945534,14.675544,100726.52,1.2189357
9880000,9854500,6620172,49.945534,14.674817,100726.484,1.2189337
9932000,9905916,6620172,49.926754,14.675888,100726.75,1.2189407
9987000,9960461,6620172,49.94084,14.675617,100726.58,1.2189358
10039000,10014545,6620172,49.93145,14.676195,100726.72,1.2189367
10092000,10066272,6620172,49.926754,14.676114,100726.74,1.2189378
10148000,10122900,6620172,49.945534,14.675241,100726.52,1.2189387
10199000,10176454,6620172,49.91267,14.675656,100726.9,1.2189403
10252000,10228166,6620172,49.94084,14.676229,100726.6,1.2189364
10308000,10281000,6620172,49.94084,14.675238,100726.58,1.2189398
10359000,10335538,6620172,49.922062,14.675074,100726.82,1.2189429
10412000,10387909,6620172,49.93145,14.674683,100726.72,1.2189382
10462000,10437545,6620172,49.95023,14.675603,100726.47,1.2189399
10512000,10491000,6620172,49.94084,14.675325,100726.6,1.2189412
10563000,10540900,6620172,49.94084,14.675725,100726.55,1.2189356
10615000,10593333,6620172,49.922062,14.675939,100726.805,1.2189407
10667000,10641666,6620172,49.922062,14.675248,100726.79,1.2189429
10717000,10694300,6620172,49.917366,14.67516,100726.89,1.218942
10768000,10746272,6620172,49.926754,14.675761,100726.75,1.2189409
10818000,10795888,6620172,49.945534,14.674935,100726.51,1.218936
10875000,10847000,6620172,49.90328,14.675528,100726.99,1.2189434
10925000,10902444,6620172,49.95962,14.675836,100726.39,1.2189381
10980000,10953454,6620172,49.917366,14.674943,100726.86,1.2189393
11032000,11007454,6620172,49.983097,14.675052,100726.1,1.2189354
11084000,11060600,6620172,49.945534,14.675916,100726.516,1.218939
11139000,11111545,6620172,49.954926,14.675176,100726.41,1.2189386
11191000,11167333,6620172,49.93145,14.67564,100726.69,1.2189393
11245000,11219538,6620172,49.936146,14.675195,100726.63,1.2189366
11300000,11273400,6620172,49.964314,14.674841,100726.33,1.2189376
11354000,11328000,6620172,49.91267,14.675831,100726.914,1.2189444
11404000,11380900,6620172,49.964314,14.675309,100726.305,1.218938
11456000,11430727,6620172,49.945534,14.675399,100726.49,1.2189344
11508000,11484200,6620172,49.93145,14.67497,100726.73,1.2189406
11560000,11538727,6620172,49.95962,14.675815,100726.37,1.2189345
11611000,11587083,6620172,49.94084,14.675189,100726.59,1.2189362
11664000,11639166,6620172,49.964314,14.674759,100726.3,1.2189373
11715000,11688454,6620172,49.936146,14.675953,100726.64,1.2189409
11767000,11745363,6620172,49.96901,14.674969,100726.25,1.2189353
11820000,11795100,6620172,49.94084,14.675082,100726.58,1.2189405
11871000,11847000,6620172,49.936146,14.676119,100726.67,1.2189415
11924000,11899416,6620172,49.91267,14.675885,100726.914,1.2189419
11976000,11949916,6620172,49.95023,14.674994,100726.46,1.2189388
12032000,12006545,6620172,49.954926,14.675743,100726.43,1.2189386
12084000,12060454,6620172,49.922062,14.675306,100726.77,1.2189391
12135000,12114181,6620172,49.90328,14.674866,100726.99,1.2189401
12188000,12162818,6620172,49.954926,14.675544,100726.41,1.218937
12242000,12217181,6620172,49.94084,14.675993,100726.57,1.218939
12295000,12273000,6620172,49.922062,14.675366,100726.8,1.2189423
12348000,12323083,6620172,49.95962,14.675532,100726.39,1.2189381
12400000,12375083,6620172,49.954926,14.674842,100726.414,1.2189364
12452000,12428200,6620172,49.94084,14.675036,100726.58,1.2189372
12503000,12480636,6620172,49.973705,14.6748295,100726.21,1.2189317
12555000,12530500,6620172,49.95023,14.675455,100726.47,1.2189374
12608000,12582727,6620172,49.95962,14.675678,100726.37,1.2189342
12659000,12635923,6620172,49.94084,14.67549,100726.57,1.2189351
12716000,12688818,6620172,49.93145,14.675268,100726.7,1.2189407
12768000,12743166,6620172,49.945534,14.675663,100726.52,1.2189398
12820000,12797090,6620172,49.983097,14.674717,100726.055,1.2189351
12872000,12848818,6620172,49.936146,14.675092,100726.64,1.2189392
12924000,12900909,6620172,49.945534,14.675832,100726.52,1.2189388
12976000,12952416,6620172,49.945534,14.67468,100726.54,1.2189348
13031000,13004833,6620172,49.94084,14.674802,100726.59,1.2189353
13085000,13060900,6620172,49.87511,14.676151,100727.36,1.2189484
13136000,13114090,6620172,49.945534,14.674978,100726.51,1.2189351
13187000,13164545,6620172,49.93145,14.67597,100726.72,1.2189411
13240000,13215818,6620172,49.917366,14.674676,100726.86,1.2189385
13291000,13269090,6620172,49.9784,14.674833,100726.12,1.2189349
13344000,13319846,6620172,49.907974,14.676153,100726.984,1.2189424
13396000,13371923,6620172,49.945534,14.674708,100726.5,1.2189384
13447000,13423545,6620172,49.89389,14.676041,100727.125,1.2189441
13499000,13474833,6620172,49.983097,14.675933,100726.05,1.2189347
13550000,13527363,6620172,49.93145,14.675698,100726.69,1.2189419
13605000,13578454,6620172,49.973705,14.675463,100726.21,1.2189353
13656000,13633200,6620172,49.917366,14.675964,100726.88,1.2189405
13708000,13682300,6620172,49.94084,14.674946,100726.58,1.2189378
13760000,13737100,6620172,49.917366,14.674847,100726.875,1.2189411
13811000,13788363,6620172,49.945534,14.674978,100726.51,1.2189363
13863000,13839800,6620172,49.936146,14.674712,100726.63,1.2189419
13916000,13890636,6620172,49.922062,14.675959,100726.8,1.2189409
13968000,13945750,6620172,49.936146,14.676092,100726.66,1.2189367
14020000,13998300,6620172,49.94084,14.67487,100726.56,1.2189381
14071000,14045818,6620172,49.926754,14.675057,100726.74,1.218938
14123000,14097916,6620172,49.936146,14.675333,100726.64,1.2189373
14176000,14150500,6620172,49.936146,14.675402,100726.64,1.2189367
14228000,14203307,6620172,49.94084,14.675448,100726.57,1.2189413
14284000,14256363,6620172,49.926754,14.675049,100726.74,1.2189409
14335000,14310583,6620172,49.945534,14.675738,100726.49,1.2189395
14388000,14363363,6620172,49.93145,14.67479,100726.7,1.218938
14443000,14417250,6620172,49.954926,14.674773,100726.4,1.2189363
14495000,14470666,6620172,49.93145,14.67548,100726.7,1.2189385
14551000,14520000,6620172,49.94084,14.676039,100726.55,1.2189375
14608000,14584800,6620172,49.983097,14.674772,100726.055,1.2189325
14664000,14639090,6620172,49.926754,14.675004,100726.766,1.2189399
14716000,14692636,6620172,49.954926,14.675893,100726.445,1.2189339
14768000,14743636,6620172,49.964314,14.675415,100726.33,1.2189369
14821000,14794300,6620172,49.936146,14.675027,100726.67,1.2189385
14872000,14849333,6620172,49.936146,14.675088,100726.63,1.2189401
14923000,14899916,6620172,49.94084,14.67597,100726.59,1.2189363
14976000,14952000,6620172,49.91267,14.675984,100726.914,1.2189422
15028000,15003166,6620172,49.917366,14.675514,100726.86,1.21894
15078000,15051200,6620172,49.90328,14.675083,100727.03,1.2189417
15132000,15106363,6620172,49.945534,14.675699,100726.5,1.2189404
15184000,15160727,6620172,49.94084,14.675515,100726.56,1.2189407
15236000,15211090,6620172,49.917366,14.675782,100726.86,1.2189443
15290000,15265000,6620172,49.945534,14.675075,100726.49,1.2189343
15340000,15316636,6620172,49.96901,14.675119,100726.266,1.2189351
15392000,15367909,6620172,49.94084,14.675039,100726.6,1.2189374
15447000,15420833,6620172,49.94084,14.675537,100726.58,1.2189351
15500000,15475750,6620172,49.917366,14.674864,100726.875,1.2189388
15551000,15526600,6620172,49.93145,14.675282,100726.73,1.2189398
15604000,15580750,6620172,49.96901,14.675606,100726.24,1.218937
15656000,15630083,6620172,49.95962,14.6750765,100726.37,1.2189363
15712000,15683769,6620172,49.907974,14.675608,100726.984,1.2189442
15764000,15739846,6620172,49.95023,14.6756315,100726.47,1.2189362
15825000,15796750,6620172,49.936146,14.675538,100726.67,1.2189381
15886000,15866000,6620172,49.90328,14.676202,100727.03,1.2189422
15939000,15913000,6620172,49.93145,14.675325,100726.72,1.218942
15991000,15969500,6620172,49.922062,14.674989,100726.77,1.2189378
16043000,16019818,6620172,49.926754,14.674876,100726.76,1.218938
16104000,16086333,6620172,49.922062,14.67549,100726.836,1.2189403
16159000,16144000,6620172,49.936146,14.674829,100726.66,1.2189375
16211000,16194500,6620172,49.922062,14.676146,100726.83,1.2189398
16275000,16241400,6620172,49.945534,14.675517,100726.516,1.2189344
16327000,16304875,6620172,49.964314,14.674803,100726.28,1.2189357
16389000,16366250,6620172,49.9784,14.675173,100726.13,1.2189355
16439000,16419200,6620172,49.94084,14.674854,100726.56,1.218936
16491000,16466000,6620172,49.90328,14.676192,100727.02,1.2189434
16552000,16516500,6620172,49.93145,14.674763,100726.68,1.2189374
16609000,16581875,6620172,49.93145,14.675658,100726.73,1.2189394
16663000,16643285,6620172,49.93145,14.675577,100726.7,1.2189398
16716000,16691750,6620172,49.922062,14.675565,100726.83,1.2189399
16768000,16744416,6620172,49.907974,14.675683,100726.97,1.2189405
16825000,16799200,6620172,49.93145,14.676139,100726.695,1.2189398
16880000,16853700,6620172,49.95023,14.674776,100726.47,1.2189351
16937000,16910166,6620172,49.94084,14.674754,100726.555,1.2189355
16988000,16965300,6620172,49.889194,14.676157,100727.18,1.2189469
17039000,17017000,6620172,49.94084,14.675567,100726.6,1.2189412
17092000,17065600,6620172,49.89389,14.6761,100727.13,1.2189445
17145000,17122600,6620172,49.922062,14.675109,100726.805,1.2189381
17196000,17172300,6620172,49.95962,14.674864,100726.35,1.2189343
17248000,17223000,6620172,49.922062,14.6755495,100726.8,1.2189417
17300000,17275500,6620172,49.917366,14.675804,100726.87,1.2189403
17353000,17325363,6620172,49.96901,14.674784,100726.266,1.2189326
17404000,17378400,6620172,49.94084,14.675882,100726.59,1.2189415
17456000,17432909,6620172,49.936146,14.6755295,100726.66,1.2189372
17508000,17481181,6620172,49.973705,14.674755,100726.21,1.2189332
17560000,17536750,6620172,49.922062,14.675824,100726.81,1.2189424
17611000,17588818,6620172,49.936146,14.675805,100726.64,1.2189395
17668000,17641583,6620172,49.936146,14.676036,100726.64,1.2189413
17719000,17693727,6620172,49.926754,14.676155,100726.76,1.2189415
17772000,17747272,6620172,49.917366,14.67611,100726.85,1.2189393
17824000,17800833,6620172,49.917366,14.674897,100726.85,1.2189387
17875000,17854272,6620172,49.99718,14.675904,100725.91,1.2189302
17931000,17903230,6620172,49.983097,14.674953,100726.08,1.2189327
17983000,17958875,6620172,49.945534,14.674977,100726.53,1.2189405
18036000,18010583,6620172,49.954926,14.67536,100726.42,1.2189375
18088000,18063416,6620172,49.964314,14.675117,100726.3,1.2189342
18139000,18116100,6620172,49.945534,14.674811,100726.484,1.2189366
18192000,18167416,6620172,49.936146,14.675919,100726.66,1.2189409
18243000,18220666,6620172,49.926754,14.674893,100726.766,1.2189375
18296000,18272000,6620172,49.964314,14.675202,100726.31,1.218934
18346000,18324818,6620172,49.93145,14.674829,100726.72,1.2189387
18396000,18371222,6620172,49.95023,14.675239,100726.48,1.2189387
18448000,18422222,6620172,49.917366,14.675639,100726.86,1.2189404
18499000,18474909,6620172,49.95962,14.674835,100726.37,1.2189351
18551000,18527400,6620172,49.94084,14.675002,100726.6,1.2189361
18605000,18579416,6620172,49.90328,14.675329,100727.02,1.2189407
18656000,18632555,6620172,49.93145,14.675484,100726.7,1.2189369
18708000,18685090,6620172,49.91267,14.674877,100726.9,1.2189391
18760000,18736636,6620172,49.964314,14.675677,100726.27,1.2189357
18811000,18789222,6620172,49.964314,14.676004,100726.33,1.2189384
18863000,18838583,6620172,49.922062,14.675704,100726.79,1.2189397
18916000,18891692,6620172,49.983097,14.674883,100726.1,1.2189305
18972000,18943846,6620172,49.936146,14.676066,100726.66,1.2189374
19023000,18999166,6620172,49.9784,14.674765,100726.17,1.218935
19076000,19051545,6620172,49.954926,14.674792,100726.44,1.218937
19132000,19104230,6620172,49.93145,14.6761875,100726.72,1.2189392
19183000,19159076,6620172,49.964314,14.6749,100726.27,1.2189376
19236000,19213200,6620172,49.945534,14.676136,100726.49,1.2189393
19288000,19264363,6620172,49.95023,14.676113,100726.47,1.2189367
19339000,19318181,6620172,49.922062,14.675608,100726.8,1.2189376
19392000,19366416,6620172,49.9784,14.675968,100726.14,1.2189348
19443000,19420900,6620172,49.93145,14.675884,100726.695,1.2189418
19495000,19470909,6620172,49.945534,14.675069,100726.49,1.2189343
19552000,19522750,6620172,49.93145,14.675153,100726.72,1.2189392
19604000,19580000,6620172,49.964314,14.6751795,100726.3,1.2189376
19656000,19633000,6620172,49.922062,14.675228,100726.77,1.2189415
19712000,19684600,6620172,50.001877,14.675326,100725.86,1.2189268
19765000,19741083,6620172,49.926754,14.674828,100726.74,1.2189379
19815000,19792600,6620172,49.98779,14.674802,100726.016,1.2189312
19868000,19845272,6620172,49.964314,14.675857,100726.33,1.2189358
19920000,19895600,6620172,49.907974,14.675636,100726.97,1.2189415
19972000,19945916,6620172,49.89389,14.675756,100727.14,1.2189445
20022000,20000727,6620172,49.926754,14.675404,100726.766,1.2189376
20072000,20047818,6620172,49.936146,14.675615,100726.66,1.2189393
20124000,20097090,6620172,49.922062,14.676128,100726.82,1.2189393
20175000,20152416,6620172,49.94084,14.676177,100726.55,1.2189379
20228000,20205636,6620172,49.917366,14.675376,100726.86,1.2189441
20280000,20255636,6620172,49.93145,14.6760235,100726.69,1.2189391
20332000,20309111,6620172,49.936146,14.676143,100726.62,1.2189355
20383000,20360000,6620172,49.954926,14.675158,100726.414,1.2189378
20436000,20409100,6620172,49.973705,14.675866,100726.22,1.2189335
20491000,20466272,6620172,49.90328,14.676006,100727.05,1.2189406
20543000,20519769,6620172,49.94084,14.675854,100726.56,1.2189391
20596000,20573727,6620172,49.95023,14.674725,100726.47,1.2189387
20647000,20623333,6620172,49.936146,14.675574,100726.66,1.2189379
20699000,20678600,6620172,49.95962,14.675476,100726.37,1.2189384
20756000,20728400,6620172,49.964314,14.675688,100726.3,1.2189347
20808000,20784272,6620172,49.922062,14.675965,100726.77,1.2189407
20859000,20837083,6620172,49.93145,14.675371,100726.71,1.2189399
20912000,20890181,6620172,49.93145,14.67494,100726.72,1.2189367
20963000,20939090,6620172,49.93145,14.674682,100726.68,1.2189385
21016000,20993636,6620172,49.936146,14.674992,100726.664,1.2189386
21072000,21045727,6620172,49.93145,14.674833,100726.72,1.2189411
21125000,21100454,6620172,49.90328,14.674772,100726.99,1.2189415
21179000,21156818,6620172,49.973705,14.674842,100726.21,1.2189366
21232000,21208200,6620172,49.922062,14.676071,100726.77,1.21894
21283000,21259555,6620172,49.91267,14.675007,100726.94,1.2189398
21335000,21310272,6620172,49.93145,14.676196,100726.734,1.2189429
21385000,21362700,6620172,49.936146,14.675853,100726.66,1.2189373
21436000,21413636,6620172,49.93145,14.675517,100726.72,1.2189378
21492000,21464500,6620172,49.945534,14.675791,100726.516,1.2189393
21545000,21521166,6620172,49.93145,14.676029,100726.734,1.2189376
21596000,21571666,6620172,49.936146,14.675762,100726.63,1.2189378
21650000,21623909,6620172,49.889194,14.6752,100727.23,1.2189459
21700000,21679111,6620172,49.94084,14.674697,100726.55,1.2189357
21752000,21727846,6620172,49.936146,14.675829,100726.62,1.2189417
21804000,21779538,6620172,49.95023,14.676126,100726.47,1.2189345
21856000,21832166,6620172,49.95962,14.675076,100726.39,1.2189355
21906000,21883000,6620172,49.964314,14.675127,100726.28,1.2189363
21956000,21935090,6620172,49.90328,14.675321,100727.05,1.2189472
22008000,21984181,6620172,49.973705,14.675097,100726.19,1.2189362
22061000,22037000,6620172,49.93145,14.6753645,100726.734,1.2189399
22116000,22089727,6620172,49.917366,14.675872,100726.875,1.21894
22167000,22145000,6620172,49.936146,14.675696,100726.664,1.2189419
22220000,22193833,6620172,49.926754,14.675044,100726.74,1.2189382
22272000,22248083,6620172,49.973705,14.676206,100726.22,1.2189358
22328000,22299083,6620172,49.93145,14.675836,100726.734,1.2189412
22379000,22356090,6620172,49.954926,14.674799,100726.43,1.2189397
22430000,22405454,6620172,49.926754,14.674853,100726.75,1.2189388
22480000,22455909,6620172,49.94084,14.674718,100726.58,1.2189367
22532000,22507636,6620172,49.98779,14.674438,100726.03,1.218932
